i;t;s;bs;T;
675;17.075;2975.37;2965.29;34.8678;
676;17.09;2969.7;2965.29;34.8678;
677;17.105;2969.7;2965.29;34.8678;
678;17.12;2969.7;2965.29;34.8678;
679;17.136;2972.85;2965.29;34.8678;
680;17.151;2968.2;2965.29;34.8678;
681;17.167;2967.59;2965.29;34.8678;
682;17.254;2961.93;2961.93;34.8678;
683;17.273;2961.93;2961.93;34.8678;
684;17.359;2958.42;2958.42;34.8678;
685;17.375;2961.12;2958.42;34.8678;
686;17.391;2961.59;2958.42;34.8678;
687;17.409;2961.59;2958.42;34.8678;
688;17.426;2959.81;2958.42;34.8678;
689;17.444;2960.34;2958.42;34.8678;
690;17.532;2955.71;2955.71;34.8678;
691;17.548;2955.71;2955.71;34.8678;
692;17.569;2955.71;2955.71;34.8678;
693;17.584;2960.65;2955.71;34.8678;
694;17.604;2962.35;2955.71;34.8678;
695;17.619;2962.38;2955.71;34.8678;
696;17.642;2959.37;2955.71;34.8678;
697;17.662;2959.37;2955.71;34.8678;
698;17.682;2962.38;2955.71;34.8678;
699;17.704;2958.44;2955.71;34.8678;
700;17.723;2958.44;2955.71;34.8678;
701;17.74;2957.77;2955.71;34.8678;
702;17.759;2957.77;2955.71;34.8678;
703;17.852;2954.76;2954.76;34.8678;
704;17.869;2957.81;2954.76;34.8678;
705;17.89;2957.81;2954.76;34.8678;
706;17.906;2960.71;2954.76;34.8678;
707;17.928;2960.45;2954.76;34.8678;
708;17.942;2960.45;2954.76;34.8678;
709;17.961;2960.45;2954.76;34.8678;
710;17.981;2960.45;2954.76;34.8678;
711;17.996;2960.45;2954.76;34.8678;
712;18.016;2960.45;2954.76;34.8678;
713;18.036;2960.45;2954.76;34.8678;
714;18.059;2960.45;2954.76;34.8678;
715;18.08;2962.24;2954.76;34.8678;
716;18.096;2962.24;2954.76;34.8678;
717;18.12;2960.77;2954.76;34.8678;
718;18.138;2958.99;2954.76;34.8678;
719;18.158;2958.86;2954.76;34.8678;
720;18.18;2959.75;2954.76;34.8678;
721;18.194;2959.75;2954.76;34.8678;
722;18.217;2963.07;2954.76;34.8678;
723;18.237;2962.52;2954.76;34.8678;
724;18.255;2959.47;2954.76;34.8678;
725;18.277;2959.73;2954.76;34.8678;
726;18.291;2959.73;2954.76;34.8678;
727;18.315;2959.45;2954.76;34.8678;
728;18.335;2959.45;2954.76;34.8678;
729;18.359;2959.73;2954.76;34.8678;
730;18.378;2963.67;2954.76;31.3811;
731;18.397;2966.68;2954.76;31.3811;
732;18.416;2966.68;2954.76;31.3811;
733;18.438;2965.84;2954.76;31.3811;
734;18.455;2965.84;2954.76;31.3811;
735;18.477;2965.69;2954.76;31.3811;
736;18.498;2965.45;2954.76;31.3811;
737;18.513;2965.45;2954.76;31.3811;
738;18.532;2965.45;2954.76;31.3811;
739;18.548;2968.31;2954.76;31.3811;
740;18.563;2970.21;2954.76;31.3811;
741;18.578;2965.27;2954.76;31.3811;
742;18.6;2982.04;2954.76;31.3811;
743;18.619;2982.11;2954.76;31.3811;
744;18.641;2965.35;2954.76;31.3811;
745;18.659;2964.29;2954.76;31.3811;
746;18.675;2960.86;2954.76;31.3811;
747;18.698;2962.57;2954.76;31.3811;
748;18.716;2964.02;2954.76;31.3811;
749;18.731;2964.86;2954.76;31.3811;
750;18.753;2960.63;2954.76;31.3811;
751;18.768;2960.44;2954.76;31.3811;
752;18.788;2960.09;2954.76;31.3811;
753;18.803;2960.1;2954.76;31.3811;
754;18.822;2960.1;2954.76;31.3811;
755;18.843;2960.1;2954.76;31.3811;
756;18.862;2960.45;2954.76;31.3811;
757;18.885;2959;2954.76;31.3811;
758;18.981;2953.11;2953.11;31.3811;
759;18.998;2953.11;2953.11;31.3811;
760;19.093;2950.68;2950.68;31.3811;
761;19.185;2950.11;2950.11;31.3811;
762;19.206;2950.11;2950.11;31.3811;
763;19.299;2948.32;2948.32;31.3811;
764;19.39;2948.21;2948.21;31.3811;
765;19.407;2952.44;2948.21;31.3811;
766;19.429;2952.44;2948.21;31.3811;
767;19.453;2948.59;2948.21;31.3811;
768;19.472;2949.16;2948.21;31.3811;
769;19.564;2945.68;2945.68;31.3811;
770;19.581;2948.64;2945.68;31.3811;
771;19.595;2948.07;2945.68;31.3811;
772;19.688;2925.96;2925.96;31.3811;
773;19.778;2925.79;2925.79;31.3811;
774;19.874;2921.55;2921.55;31.3811;
775;19.89;2921.55;2921.55;31.3811;
776;19.908;2921.55;2921.55;31.3811;
777;19.997;2919.08;2919.08;31.3811;
778;20.087;2919.07;2919.07;31.3811;
779;20.102;2919.07;2919.07;31.3811;
780;20.119;2919.31;2919.07;31.3811;
781;20.136;2926.71;2919.07;31.3811;
782;20.152;2924.01;2919.07;31.3811;
783;20.168;2924.01;2919.07;31.3811;
784;20.184;2920.94;2919.07;31.3811;
785;20.199;2920.92;2919.07;31.3811;
786;20.222;2921.45;2919.07;31.3811;
787;20.237;2921.45;2919.07;31.3811;
788;20.253;2924.93;2919.07;31.3811;
789;20.267;2930.52;2919.07;31.3811;
790;20.284;2930.7;2919.07;31.3811;
791;20.301;2930.71;2919.07;31.3811;
792;20.316;2930.71;2919.07;31.3811;
793;20.332;2930.69;2919.07;31.3811;
794;20.347;2932.33;2919.07;28.243;
795;20.362;2952.57;2919.07;28.243;
796;20.376;2952.46;2919.07;28.243;
797;20.39;2955.78;2919.07;28.243;
798;20.405;2955.89;2919.07;28.243;
799;20.42;2957.78;2919.07;28.243;
800;20.436;2957.78;2919.07;28.243;
801;20.453;2954.3;2919.07;28.243;
802;20.469;2954.3;2919.07;28.243;
803;20.484;2954.3;2919.07;28.243;
804;20.5;2934.06;2919.07;28.243;
805;20.516;2934.92;2919.07;28.243;
806;20.53;2933.25;2919.07;28.243;
807;20.545;2929.82;2919.07;28.243;
808;20.561;2933.25;2919.07;28.243;
809;20.577;2931.36;2919.07;28.243;
810;20.59;2931.38;2919.07;28.243;
811;20.608;2928.06;2919.07;28.243;
812;20.623;2921.91;2919.07;28.243;
813;20.64;2921.91;2919.07;28.243;
814;20.655;2921.91;2919.07;28.243;
815;20.67;2921.72;2919.07;28.243;
816;20.687;2921.72;2919.07;28.243;
817;20.702;2922.02;2919.07;28.243;
818;20.718;2922.04;2919.07;28.243;
819;20.735;2921.71;2919.07;28.243;
820;20.75;2920.11;2919.07;28.243;
821;20.767;2919.93;2919.07;28.243;
822;20.783;2919.59;2919.07;28.243;
823;20.8;2920.06;2919.07;28.243;
824;20.815;2920.39;2919.07;28.243;
825;20.831;2920.39;2919.07;28.243;
826;20.846;2923.71;2919.07;28.243;
827;20.861;2923.71;2919.07;28.243;
828;20.875;2923.69;2919.07;28.243;
829;20.891;2941.87;2919.07;28.243;
830;20.906;2941.23;2919.07;28.243;
831;20.923;2941.41;2919.07;28.243;
832;20.941;2945.64;2919.07;28.243;
833;20.957;2945.63;2919.07;28.243;
834;20.973;2949.12;2919.07;28.243;
835;20.989;2949.12;2919.07;28.243;
836;21.005;2948.19;2919.07;28.243;
837;21.02;2948.34;2919.07;28.243;
838;21.036;2948.34;2919.07;28.243;
839;21.052;2948.34;2919.07;28.243;
840;21.068;2948.86;2919.07;28.243;
841;21.083;2950.46;2919.07;28.243;
842;21.099;2950.46;2919.07;28.243;
843;21.115;2951.52;2919.07;28.243;
844;21.132;2951.41;2919.07;28.243;
845;21.148;2951.19;2919.07;28.243;
846;21.163;2950.97;2919.07;28.243;
847;21.181;2952.83;2919.07;28.243;
848;21.195;2948.6;2919.07;28.243;
849;21.21;2948.51;2919.07;28.243;
850;21.227;2948.62;2919.07;28.243;
851;21.247;2948.95;2919.07;28.243;
852;21.264;2953.18;2919.07;28.243;
853;21.28;2953.18;2919.07;28.243;
854;21.294;2953.18;2919.07;28.243;
855;21.312;2953.18;2919.07;28.243;
856;21.327;2953.18;2919.07;25.4187;
857;21.342;2953.18;2919.07;25.4187;
858;21.357;2949;2919.07;25.4187;
859;21.373;2944.77;2919.07;25.4187;
860;21.389;2944.77;2919.07;25.4187;
861;21.405;2943.83;2919.07;25.4187;
862;21.421;2943.83;2919.07;25.4187;
863;21.438;2943.4;2919.07;25.4187;
864;21.452;2940.44;2919.07;25.4187;
865;21.468;2940.44;2919.07;25.4187;
866;21.485;2944.67;2919.07;25.4187;
867;21.5;2945.18;2919.07;25.4187;
868;21.515;2927;2919.07;25.4187;
869;21.529;2923.67;2919.07;25.4187;
870;21.545;2923.67;2919.07;25.4187;
871;21.56;2923.78;2919.07;25.4187;
872;21.576;2923.78;2919.07;25.4187;
873;21.591;2923.78;2919.07;25.4187;
874;21.607;2923.58;2919.07;25.4187;
875;21.622;2924;2919.07;25.4187;
876;21.637;2932.51;2919.07;25.4187;
877;21.653;2932.71;2919.07;25.4187;
878;21.668;2928.88;2919.07;25.4187;
879;21.685;2928.88;2919.07;25.4187;
880;21.699;2928.8;2919.07;25.4187;
881;21.716;2928.48;2919.07;25.4187;
882;21.731;2928.48;2919.07;25.4187;
883;21.747;2927.98;2919.07;25.4187;
884;21.762;2948.21;2919.07;25.4187;
885;21.777;2950.36;2919.07;25.4187;
886;21.792;2950.67;2919.07;25.4187;
887;21.807;2950.26;2919.07;25.4187;
888;21.822;2950.74;2919.07;25.4187;
889;21.838;2951.05;2919.07;25.4187;
890;21.855;2953.54;2919.07;25.4187;
891;21.87;2945.02;2919.07;25.4187;
892;21.886;2942.97;2919.07;25.4187;
893;21.902;2942.97;2919.07;25.4187;
894;21.918;2942.97;2919.07;25.4187;
895;21.934;2942.97;2919.07;25.4187;
896;21.95;2942.49;2919.07;25.4187;
897;21.965;2943.05;2919.07;25.4187;
898;21.979;2943.05;2919.07;25.4187;
899;21.994;2946.38;2919.07;25.4187;
900;22.009;2944.21;2919.07;25.4187;
901;22.024;2944.21;2919.07;25.4187;
902;22.04;2944.19;2919.07;25.4187;
903;22.055;2945.36;2919.07;25.4187;
904;22.071;2945.36;2919.07;25.4187;
905;22.086;2945.11;2919.07;25.4187;
906;22.101;2945.11;2919.07;25.4187;
907;22.116;2943.95;2919.07;25.4187;
908;22.133;2943.95;2919.07;25.4187;
909;22.147;2944.14;2919.07;25.4187;
910;22.163;2944.14;2919.07;25.4187;
911;22.178;2944.14;2919.07;25.4187;
912;22.194;2944.55;2919.07;25.4187;
913;22.209;2941.23;2919.07;25.4187;
914;22.223;2939.75;2919.07;25.4187;
915;22.24;2943.07;2919.07;25.4187;
916;22.254;2942.18;2919.07;25.4187;
917;22.27;2942.18;2919.07;25.4187;
918;22.285;2942.18;2919.07;22.8768;
919;22.301;2943.34;2919.07;22.8768;
920;22.316;2943.34;2919.07;22.8768;
921;22.332;2943.34;2919.07;22.8768;
922;22.347;2943.89;2919.07;22.8768;
923;22.363;2947.64;2919.07;22.8768;
924;22.379;2947.45;2919.07;22.8768;
925;22.395;2947.45;2919.07;22.8768;
926;22.41;2947.45;2919.07;22.8768;
927;22.426;2947.45;2919.07;22.8768;
928;22.441;2947.67;2919.07;22.8768;
929;22.458;2945.35;2919.07;22.8768;
930;22.473;2945.35;2919.07;22.8768;
931;22.488;2944.8;2919.07;22.8768;
932;22.504;2946.28;2919.07;22.8768;
933;22.518;2942.37;2919.07;22.8768;
934;22.534;2923.23;2919.07;22.8768;
935;22.55;2922.92;2919.07;22.8768;
936;22.565;2923.01;2919.07;22.8768;
937;22.58;2923.49;2919.07;22.8768;
938;22.596;2923.4;2919.07;22.8768;
939;22.611;2920.08;2919.07;22.8768;
940;22.627;2920.14;2919.07;22.8768;
941;22.643;2919.97;2919.07;22.8768;
942;22.732;2917.92;2917.92;22.8768;
943;22.824;2913.52;2913.52;22.8768;
944;22.845;2917.36;2913.52;22.8768;
945;22.942;2913.12;2913.12;22.8768;
946;22.957;2913.12;2913.12;22.8768;
947;23.05;2913.04;2913.04;22.8768;
948;23.139;2909.55;2909.55;22.8768;
949;23.156;2912.69;2909.55;22.8768;
950;23.176;2912.72;2909.55;22.8768;
951;23.196;2918;2909.55;22.8768;
952;23.215;2917.76;2909.55;22.8768;
953;23.235;2917.78;2909.55;22.8768;
954;23.257;2921.1;2909.55;22.8768;
955;23.277;2917.78;2909.55;22.8768;
956;23.296;2917.78;2909.55;22.8768;
957;23.318;2917.78;2909.55;22.8768;
958;23.332;2913.95;2909.55;22.8768;
959;23.352;2913.93;2909.55;22.8768;
960;23.37;2915.37;2909.55;22.8768;
961;23.39;2914.82;2909.55;22.8768;
962;23.406;2913.38;2909.55;22.8768;
963;23.427;2910.23;2909.55;22.8768;
964;23.451;2910.17;2909.55;22.8768;
965;23.466;2910.49;2909.55;22.8768;
966;23.487;2914.28;2909.55;22.8768;
967;23.501;2914.28;2909.55;22.8768;
968;23.525;2914.53;2909.55;22.8768;
969;23.549;2914.57;2909.55;22.8768;
970;23.567;2914.57;2909.55;22.8768;
971;23.587;2917.58;2909.55;22.8768;
972;23.607;2917.58;2909.55;22.8768;
973;23.628;2917.58;2909.55;22.8768;
974;23.649;2917.59;2909.55;22.8768;
975;23.663;2917.59;2909.55;22.8768;
976;23.684;2920.92;2909.55;22.8768;
977;23.702;2917.59;2909.55;22.8768;
978;23.719;2917.28;2909.55;22.8768;
979;23.739;2917.27;2909.55;22.8768;
980;23.758;2936.7;2909.55;22.8768;
981;23.777;2939.57;2909.55;20.5891;
982;23.798;2939.57;2909.55;20.5891;
983;23.815;2939.57;2909.55;20.5891;
984;23.836;2942.89;2909.55;20.5891;
985;23.855;2923.47;2909.55;20.5891;
986;23.873;2920.14;2909.55;20.5891;
987;23.894;2920.14;2909.55;20.5891;
988;23.911;2917.27;2909.55;20.5891;
989;23.934;2917.27;2909.55;20.5891;
990;23.95;2914.64;2909.55;20.5891;
991;23.972;2914.08;2909.55;20.5891;
992;23.991;2914.08;2909.55;20.5891;
993;24.005;2914.08;2909.55;20.5891;
994;24.028;2922.63;2909.55;20.5891;
995;24.05;2924.41;2909.55;20.5891;
996;24.065;2924.41;2909.55;20.5891;
997;24.083;2926.19;2909.55;20.5891;
998;24.102;2926.7;2909.55;20.5891;
999;24.125;2929.33;2909.55;20.5891;
1000;24.145;2933.92;2909.55;20.5891;
1001;24.16;2932.13;2909.55;20.5891;
1002;24.176;2932.13;2909.55;20.5891;
1003;24.195;2935.46;2909.55;20.5891;
1004;24.21;2932.13;2909.55;20.5891;
1005;24.227;2932.69;2909.55;20.5891;
1006;24.244;2932.69;2909.55;20.5891;
1007;24.26;2932.69;2909.55;20.5891;
1008;24.279;2932.69;2909.55;20.5891;
1009;24.294;2932.69;2909.55;20.5891;
1010;24.31;2936.17;2909.55;20.5891;
1011;24.325;2933.55;2909.55;20.5891;
1012;24.34;2933.55;2909.55;20.5891;
1013;24.355;2933.55;2909.55;20.5891;
1014;24.373;2933.57;2909.55;20.5891;
1015;24.389;2933.77;2909.55;20.5891;
1016;24.405;2933.44;2909.55;20.5891;
1017;24.421;2933.75;2909.55;20.5891;
1018;24.44;2933.56;2909.55;20.5891;
1019;24.454;2933.24;2909.55;20.5891;
1020;24.472;2936.57;2909.55;20.5891;
1021;24.489;2933.24;2909.55;20.5891;
1022;24.506;2933.24;2909.55;20.5891;
1023;24.521;2935.87;2909.55;20.5891;
1024;24.537;2931.28;2909.55;20.5891;
1025;24.553;2931.34;2909.55;20.5891;
1026;24.57;2929.56;2909.55;20.5891;
1027;24.584;2930.03;2909.55;20.5891;
1028;24.601;2929.99;2909.55;20.5891;
1029;24.616;2929.67;2909.55;20.5891;
1030;24.632;2926.18;2909.55;20.5891;
1031;24.647;2921.03;2909.55;20.5891;
1032;24.663;2921.03;2909.55;20.5891;
1033;24.677;2921.03;2909.55;20.5891;
1034;24.694;2922.81;2909.55;20.5891;
1035;24.709;2923;2909.55;20.5891;
1036;24.725;2923.08;2909.55;20.5891;
1037;24.74;2922.67;2909.55;20.5891;
1038;24.756;2918.98;2909.55;20.5891;
1039;24.772;2918.47;2909.55;20.5891;
1040;24.79;2918.87;2909.55;20.5891;
1041;24.807;2919.21;2909.55;20.5891;
1042;24.824;2919.08;2909.55;20.5891;
1043;24.842;2922.78;2909.55;18.5302;
1044;24.858;2922.75;2909.55;18.5302;
1045;24.874;2925.74;2909.55;18.5302;
1046;24.893;2925.74;2909.55;18.5302;
1047;24.909;2921.36;2909.55;18.5302;
1048;24.925;2924.85;2909.55;18.5302;
1049;24.944;2924.85;2909.55;18.5302;
1050;24.959;2924.77;2909.55;18.5302;
1051;24.978;2924.45;2909.55;18.5302;
1052;24.993;2925.39;2909.55;18.5302;
1053;25.011;2923.6;2909.55;18.5302;
1054;25.027;2923.6;2909.55;18.5302;
1055;25.046;2923.6;2909.55;18.5302;
1056;25.062;2920.86;2909.55;18.5302;
1057;25.078;2920.86;2909.55;18.5302;
1058;25.096;2917.85;2909.55;18.5302;
1059;25.114;2917.84;2909.55;18.5302;
1060;25.131;2922.47;2909.55;18.5302;
1061;25.148;2926.94;2909.55;18.5302;
1062;25.163;2927.02;2909.55;18.5302;
1063;25.179;2926.7;2909.55;18.5302;
1064;25.197;2922;2909.55;18.5302;
1065;25.213;2918.51;2909.55;18.5302;
1066;25.23;2918.51;2909.55;18.5302;
1067;25.249;2918.51;2909.55;18.5302;
1068;25.263;2918.51;2909.55;18.5302;
1069;25.28;2918.5;2909.55;18.5302;
1070;25.294;2918.3;2909.55;18.5302;
1071;25.311;2921.62;2909.55;18.5302;
1072;25.328;2917.93;2909.55;18.5302;
1073;25.346;2921.62;2909.55;18.5302;
1074;25.363;2917.23;2909.55;18.5302;
1075;25.38;2917.23;2909.55;18.5302;
1076;25.397;2913.91;2909.55;18.5302;
1077;25.413;2913.97;2909.55;18.5302;
1078;25.429;2913.97;2909.55;18.5302;
1079;25.445;2913.97;2909.55;18.5302;
1080;25.463;2913.97;2909.55;18.5302;
1081;25.48;2914.75;2909.55;18.5302;
1082;25.498;2918.58;2909.55;18.5302;
1083;25.518;2930.75;2909.55;18.5302;
1084;25.535;2933.44;2909.55;18.5302;
1085;25.55;2932.5;2909.55;18.5302;
1086;25.567;2935.11;2909.55;18.5302;
1087;25.583;2935.11;2909.55;18.5302;
1088;25.599;2933.95;2909.55;18.5302;
1089;25.617;2931.9;2909.55;18.5302;
1090;25.634;2931.9;2909.55;18.5302;
1091;25.651;2923.44;2909.55;18.5302;
1092;25.667;2923.64;2909.55;18.5302;
1093;25.684;2923.44;2909.55;18.5302;
1094;25.699;2923.64;2909.55;18.5302;
1095;25.715;2923.64;2909.55;18.5302;
1096;25.731;2925.69;2909.55;18.5302;
1097;25.75;2925.69;2909.55;18.5302;
1098;25.767;2925.63;2909.55;18.5302;
1099;25.784;2925.21;2909.55;18.5302;
1100;25.799;2921.76;2909.55;18.5302;
1101;25.818;2921.76;2909.55;18.5302;
1102;25.833;2919.14;2909.55;18.5302;
1103;25.85;2919.37;2909.55;18.5302;
1104;25.865;2919.04;2909.55;18.5302;
1105;25.882;2923.39;2909.55;18.5302;
1106;25.896;2922.87;2909.55;18.5302;
1107;25.913;2922.87;2909.55;18.5302;
1108;25.927;2922.93;2909.55;16.6772;
1109;25.943;2922.7;2909.55;16.6772;
1110;25.958;2925.5;2909.55;16.6772;
1111;25.974;2925.44;2909.55;16.6772;
1112;25.988;2922.75;2909.55;16.6772;
1113;26.004;2927.9;2909.55;16.6772;
1114;26.021;2922.75;2909.55;16.6772;
1115;26.037;2926.56;2909.55;16.6772;
1116;26.053;2926.89;2909.55;16.6772;
1117;26.068;2926.91;2909.55;16.6772;
1118;26.085;2926.93;2909.55;16.6772;
1119;26.101;2929.79;2909.55;16.6772;
1120;26.117;2929.79;2909.55;16.6772;
1121;26.132;2934.11;2909.55;16.6772;
1122;26.148;2930.28;2909.55;16.6772;
1123;26.163;2927.43;2909.55;16.6772;
1124;26.179;2927.19;2909.55;16.6772;
1125;26.195;2927.43;2909.55;16.6772;
1126;26.21;2928.04;2909.55;16.6772;
1127;26.225;2928.04;2909.55;16.6772;
1128;26.241;2931.36;2909.55;16.6772;
1129;26.256;2931.36;2909.55;16.6772;
1130;26.271;2931.35;2909.55;16.6772;
1131;26.286;2928.02;2909.55;16.6772;
1132;26.302;2922.76;2909.55;16.6772;
1133;26.316;2922.15;2909.55;16.6772;
1134;26.332;2921.82;2909.55;16.6772;
1135;26.347;2922.45;2909.55;16.6772;
1136;26.364;2922.45;2909.55;16.6772;
1137;26.379;2919.96;2909.55;16.6772;
1138;26.394;2919.96;2909.55;16.6772;
1139;26.408;2919.96;2909.55;16.6772;
1140;26.426;2921.13;2909.55;16.6772;
1141;26.441;2918.22;2909.55;16.6772;
1142;26.456;2918.22;2909.55;16.6772;
1143;26.47;2917.79;2909.55;16.6772;
1144;26.486;2921.11;2909.55;16.6772;
1145;26.5;2921.22;2909.55;16.6772;
1146;26.517;2921.48;2909.55;16.6772;
1147;26.531;2921.48;2909.55;16.6772;
1148;26.547;2921.48;2909.55;16.6772;
1149;26.562;2918.16;2909.55;16.6772;
1150;26.578;2918.22;2909.55;16.6772;
1151;26.595;2918.11;2909.55;16.6772;
1152;26.611;2918.63;2909.55;16.6772;
1153;26.626;2918.63;2909.55;16.6772;
1154;26.645;2916.24;2909.55;16.6772;
1155;26.66;2913.76;2909.55;16.6772;
1156;26.677;2918.08;2909.55;16.6772;
1157;26.691;2918.08;2909.55;16.6772;
1158;26.707;2921.91;2909.55;16.6772;
1159;26.722;2921.92;2909.55;16.6772;
1160;26.739;2922.03;2909.55;16.6772;
1161;26.753;2922.67;2909.55;16.6772;
1162;26.769;2922.67;2909.55;16.6772;
1163;26.783;2923.63;2909.55;16.6772;
1164;26.799;2926.5;2909.55;16.6772;
1165;26.814;2926.39;2909.55;16.6772;
1166;26.831;2926.39;2909.55;16.6772;
1167;26.846;2925.75;2909.55;16.6772;
1168;26.862;2926.08;2909.55;16.6772;
1169;26.879;2924.5;2909.55;16.6772;
1170;26.895;2924.5;2909.55;16.6772;
1171;26.91;2924.42;2909.55;15.0095;
1172;26.925;2924.53;2909.55;15.0095;
1173;26.94;2924.61;2909.55;15.0095;
1174;26.954;2925.09;2909.55;15.0095;
1175;26.971;2928.09;2909.55;15.0095;
1176;26.987;2927.69;2909.55;15.0095;
1177;27.003;2927.94;2909.55;15.0095;
1178;27.02;2931.06;2909.55;15.0095;
1179;27.036;2930.46;2909.55;15.0095;
1180;27.054;2932.71;2909.55;15.0095;
1181;27.068;2931.93;2909.55;15.0095;
1182;27.084;2925.29;2909.55;15.0095;
1183;27.101;2927.16;2909.55;15.0095;
1184;27.117;2926.98;2909.55;15.0095;
1185;27.133;2925.11;2909.55;15.0095;
1186;27.149;2925.11;2909.55;15.0095;
1187;27.164;2925.1;2909.55;15.0095;
1188;27.178;2926.97;2909.55;15.0095;
1189;27.195;2926.97;2909.55;15.0095;
1190;27.209;2926.64;2909.55;15.0095;
1191;27.226;2926.64;2909.55;15.0095;
1192;27.239;2926.4;2909.55;15.0095;
1193;27.257;2924.52;2909.55;15.0095;
1194;27.271;2925.06;2909.55;15.0095;
1195;27.288;2925.41;2909.55;15.0095;
1196;27.302;2921.71;2909.55;15.0095;
1197;27.318;2921.71;2909.55;15.0095;
1198;27.332;2923.59;2909.55;15.0095;
1199;27.348;2928.86;2909.55;15.0095;
1200;27.362;2928.86;2909.55;15.0095;
1201;27.378;2932.44;2909.55;15.0095;
1202;27.393;2932.62;2909.55;15.0095;
1203;27.409;2927.46;2909.55;15.0095;
1204;27.424;2924.38;2909.55;15.0095;
1205;27.441;2924.38;2909.55;15.0095;
1206;27.457;2920.69;2909.55;15.0095;
1207;27.473;2920.69;2909.55;15.0095;
1208;27.489;2924.57;2909.55;15.0095;
1209;27.505;2922.7;2909.55;15.0095;
1210;27.521;2922.93;2909.55;15.0095;
1211;27.537;2919.04;2909.55;15.0095;
1212;27.552;2919.04;2909.55;15.0095;
1213;27.567;2918.74;2909.55;15.0095;
1214;27.583;2919.51;2909.55;15.0095;
1215;27.598;2919.51;2909.55;15.0095;
1216;27.613;2919.51;2909.55;15.0095;
1217;27.631;2919.34;2909.55;15.0095;
1218;27.647;2918.56;2909.55;15.0095;
1219;27.664;2918.57;2909.55;15.0095;
1220;27.678;2922.27;2909.55;15.0095;
1221;27.694;2919.42;2909.55;15.0095;
1222;27.709;2915.72;2909.55;15.0095;
1223;27.726;2932.49;2909.55;15.0095;
1224;27.742;2936.43;2909.55;15.0095;
1225;27.757;2935.89;2909.55;15.0095;
1226;27.772;2935.89;2909.55;15.0095;
1227;27.788;2935.89;2909.55;15.0095;
1228;27.805;2937.09;2909.55;15.0095;
1229;27.82;2933.16;2909.55;15.0095;
1230;27.835;2933.16;2909.55;15.0095;
1231;27.851;2933.47;2909.55;15.0095;
1232;27.867;2935.34;2909.55;15.0095;
1233;27.882;2935.65;2909.55;13.5085;
1234;27.898;2933.77;2909.55;13.5085;
1235;27.912;2939.05;2909.55;13.5085;
1236;27.929;2939.05;2909.55;13.5085;
1237;27.944;2933.77;2909.55;13.5085;
1238;27.961;2934.29;2909.55;13.5085;
1239;27.975;2934.29;2909.55;13.5085;
1240;27.992;2934.29;2909.55;13.5085;
1241;28.006;2933.98;2909.55;13.5085;
1242;28.022;2937.28;2909.55;13.5085;
1243;28.037;2937.28;2909.55;13.5085;
1244;28.053;2941.22;2909.55;13.5085;
1245;28.067;2941.22;2909.55;13.5085;
1246;28.083;2941.53;2909.55;13.5085;
1247;28.099;2941.53;2909.55;13.5085;
1248;28.114;2933.33;2909.55;13.5085;
1249;28.129;2933.1;2909.55;13.5085;
1250;28.145;2931.05;2909.55;13.5085;
1251;28.161;2930.73;2909.55;13.5085;
1252;28.176;2934.43;2909.55;13.5085;
1253;28.192;2934.43;2909.55;13.5085;
1254;28.207;2934.43;2909.55;13.5085;
1255;28.222;2934.4;2909.55;13.5085;
1256;28.238;2936.72;2909.55;13.5085;
1257;28.254;2937.89;2909.55;13.5085;
1258;28.269;2941.61;2909.55;13.5085;
1259;28.285;2941.84;2909.55;13.5085;
1260;28.3;2941.32;2909.55;13.5085;
1261;28.316;2941.85;2909.55;13.5085;
1262;28.331;2941.32;2909.55;13.5085;
1263;28.346;2941.08;2909.55;13.5085;
1264;28.361;2941.08;2909.55;13.5085;
1265;28.376;2937.36;2909.55;13.5085;
1266;28.391;2937.89;2909.55;13.5085;
1267;28.407;2938.2;2909.55;13.5085;
1268;28.421;2935.88;2909.55;13.5085;
1269;28.439;2936.61;2909.55;13.5085;
1270;28.454;2936.85;2909.55;13.5085;
1271;28.47;2936.61;2909.55;13.5085;
1272;28.486;2925.68;2909.55;13.5085;
1273;28.502;2921.99;2909.55;13.5085;
1274;28.516;2923.86;2909.55;13.5085;
1275;28.534;2927.35;2909.55;13.5085;
1276;28.549;2922.95;2909.55;13.5085;
1277;28.566;2922.95;2909.55;13.5085;
1278;28.58;2922.98;2909.55;13.5085;
1279;28.596;2921.2;2909.55;13.5085;
1280;28.611;2920.24;2909.55;13.5085;
1281;28.627;2916.31;2909.55;13.5085;
1282;28.642;2916.31;2909.55;13.5085;
1283;28.657;2919.29;2909.55;13.5085;
1284;28.671;2919.52;2909.55;13.5085;
1285;28.688;2914.28;2909.55;13.5085;
1286;28.702;2918.22;2909.55;13.5085;
1287;28.718;2924.25;2909.55;13.5085;
1288;28.734;2923.73;2909.55;13.5085;
1289;28.75;2919.79;2909.55;13.5085;
1290;28.765;2918.01;2909.55;13.5085;
1291;28.78;2918.94;2909.55;13.5085;
1292;28.796;2918.94;2909.55;13.5085;
1293;28.811;2912.91;2909.55;13.5085;
1294;28.829;2912.91;2909.55;13.5085;
1295;28.844;2912.91;2909.55;13.5085;
1296;28.86;2914.69;2909.55;12.1577;
1297;28.877;2911.42;2909.55;12.1577;
1298;28.892;2911.39;2909.55;12.1577;
1299;28.908;2914.31;2909.55;12.1577;
