i;t;s;bs;T;
1300;28.922;2912.43;2909.55;12.1577;
1301;28.939;2913.21;2909.55;12.1577;
1302;28.954;2913.21;2909.55;12.1577;
1303;28.97;2912.62;2909.55;12.1577;
1304;28.985;2911.79;2909.55;12.1577;
1305;29.001;2927.53;2909.55;12.1577;
1306;29.016;2927.53;2909.55;12.1577;
1307;29.033;2927.69;2909.55;12.1577;
1308;29.05;2926.66;2909.55;12.1577;
1309;29.065;2926.66;2909.55;12.1577;
1310;29.082;2925.88;2909.55;12.1577;
1311;29.097;2925.57;2909.55;12.1577;
1312;29.113;2934.03;2909.55;12.1577;
1313;29.13;2934.03;2909.55;12.1577;
1314;29.145;2934.02;2909.55;12.1577;
1315;29.162;2934.8;2909.55;12.1577;
1316;29.177;2934.81;2909.55;12.1577;
1317;29.192;2923.85;2909.55;12.1577;
1318;29.207;2923.85;2909.55;12.1577;
1319;29.222;2928.44;2909.55;12.1577;
1320;29.238;2928.36;2909.55;12.1577;
1321;29.253;2928.34;2909.55;12.1577;
1322;29.268;2927.38;2909.55;12.1577;
1323;29.283;2927.38;2909.55;12.1577;
1324;29.298;2927.38;2909.55;12.1577;
1325;29.313;2929.26;2909.55;12.1577;
1326;29.329;2930.22;2909.55;12.1577;
1327;29.345;2929.89;2909.55;12.1577;
1328;29.36;2930.48;2909.55;12.1577;
1329;29.376;2930.48;2909.55;12.1577;
1330;29.392;2932.2;2909.55;12.1577;
1331;29.407;2932.2;2909.55;12.1577;
1332;29.423;2931.57;2909.55;12.1577;
1333;29.439;2928.49;2909.55;12.1577;
1334;29.455;2932.01;2909.55;12.1577;
1335;29.47;2932.12;2909.55;12.1577;
1336;29.484;2932.12;2909.55;12.1577;
1337;29.5;2933.05;2909.55;12.1577;
1338;29.515;2936.12;2909.55;12.1577;
1339;29.53;2933.9;2909.55;12.1577;
1340;29.546;2939.18;2909.55;12.1577;
1341;29.561;2935.39;2909.55;12.1577;
1342;29.578;2934.94;2909.55;12.1577;
1343;29.592;2931.43;2909.55;12.1577;
1344;29.609;2931.43;2909.55;12.1577;
1345;29.625;2931.43;2909.55;12.1577;
1346;29.641;2928.38;2909.55;12.1577;
1347;29.656;2929.49;2909.55;12.1577;
1348;29.671;2929.49;2909.55;12.1577;
1349;29.686;2929.65;2909.55;12.1577;
1350;29.701;2930.58;2909.55;12.1577;
1351;29.716;2929.65;2909.55;12.1577;
1352;29.731;2927.78;2909.55;12.1577;
1353;29.745;2927.61;2909.55;12.1577;
1354;29.76;2929.49;2909.55;12.1577;
1355;29.776;2929.49;2909.55;12.1577;
1356;29.792;2929.49;2909.55;12.1577;
1357;29.807;2929.49;2909.55;12.1577;
1358;29.823;2926.59;2909.55;12.1577;
1359;29.839;2927.11;2909.55;10.9419;
1360;29.855;2927.11;2909.55;10.9419;
1361;29.87;2927.11;2909.55;10.9419;
1362;29.884;2924.63;2909.55;10.9419;
1363;29.899;2923.98;2909.55;10.9419;
1364;29.914;2922.1;2909.55;10.9419;
1365;29.929;2921.17;2909.55;10.9419;
1366;29.944;2921.17;2909.55;10.9419;
1367;29.959;2921.17;2909.55;10.9419;
1368;29.975;2921.17;2909.55;10.9419;
1369;29.989;2925.98;2909.55;10.9419;
1370;30.006;2925.63;2909.55;10.9419;
1371;30.02;2927.4;2909.55;10.9419;
1372;30.038;2927.4;2909.55;10.9419;
1373;30.051;2927.4;2909.55;10.9419;
1374;30.068;2929.27;2909.55;10.9419;
1375;30.082;2928.96;2909.55;10.9419;
1376;30.098;2927.08;2909.55;10.9419;
1377;30.113;2927.44;2909.55;10.9419;
1378;30.129;2927.44;2909.55;10.9419;
1379;30.144;2927.44;2909.55;10.9419;
1380;30.159;2928.56;2909.55;10.9419;
1381;30.176;2928.32;2909.55;10.9419;
1382;30.192;2924.43;2909.55;10.9419;
1383;30.208;2918.5;2909.55;10.9419;
1384;30.224;2918.5;2909.55;10.9419;
1385;30.239;2918.5;2909.55;10.9419;
1386;30.255;2916.72;2909.55;10.9419;
1387;30.27;2920.2;2909.55;10.9419;
1388;30.287;2922.08;2909.55;10.9419;
1389;30.303;2927.36;2909.55;10.9419;
1390;30.32;2930.25;2909.55;10.9419;
1391;30.335;2927.24;2909.55;10.9419;
1392;30.352;2927.24;2909.55;10.9419;
1393;30.367;2930.92;2909.55;10.9419;
1394;30.383;2931.02;2909.55;10.9419;
1395;30.398;2930.91;2909.55;10.9419;
1396;30.414;2931.22;2909.55;10.9419;
1397;30.428;2931.22;2909.55;10.9419;
1398;30.444;2929.35;2909.55;10.9419;
1399;30.46;2932.36;2909.55;10.9419;
1400;30.476;2933.46;2909.55;10.9419;
1401;30.491;2936.77;2909.55;10.9419;
1402;30.508;2936.92;2909.55;10.9419;
1403;30.523;2937.27;2909.55;10.9419;
1404;30.539;2937.27;2909.55;10.9419;
1405;30.554;2934.04;2909.55;10.9419;
1406;30.569;2934.04;2909.55;10.9419;
1407;30.584;2934.04;2909.55;10.9419;
1408;30.6;2935.91;2909.55;10.9419;
1409;30.615;2936.55;2909.55;10.9419;
1410;30.631;2936.55;2909.55;10.9419;
1411;30.647;2937.49;2909.55;10.9419;
1412;30.661;2937.49;2909.55;10.9419;
1413;30.678;2934.48;2909.55;10.9419;
1414;30.693;2938.31;2909.55;10.9419;
1415;30.71;2941.55;2909.55;10.9419;
1416;30.724;2940.61;2909.55;10.9419;
1417;30.741;2938.73;2909.55;10.9419;
1418;30.756;2938.09;2909.55;10.9419;
1419;30.772;2939.03;2909.55;9.8477;
1420;30.787;2939.67;2909.55;9.8477;
1421;30.803;2939.67;2909.55;9.8477;
1422;30.819;2939.67;2909.55;9.8477;
1423;30.835;2939.45;2909.55;9.8477;
1424;30.85;2939.56;2909.55;9.8477;
1425;30.866;2939.56;2909.55;9.8477;
1426;30.881;2941.12;2909.55;9.8477;
1427;30.897;2941.57;2909.55;9.8477;
1428;30.913;2940.47;2909.55;9.8477;
1429;30.927;2940.47;2909.55;9.8477;
1430;30.944;2942.35;2909.55;9.8477;
1431;30.96;2941.89;2909.55;9.8477;
1432;30.975;2941.89;2909.55;9.8477;
1433;30.99;2941.4;2909.55;9.8477;
1434;31.006;2941.87;2909.55;9.8477;
1435;31.021;2942.83;2909.55;9.8477;
1436;31.037;2942.59;2909.55;9.8477;
1437;31.053;2939.88;2909.55;9.8477;
1438;31.067;2940.99;2909.55;9.8477;
1439;31.082;2940.83;2909.55;9.8477;
1440;31.098;2940.41;2909.55;9.8477;
1441;31.113;2940.15;2909.55;9.8477;
1442;31.129;2940.15;2909.55;9.8477;
1443;31.144;2939.04;2909.55;9.8477;
1444;31.16;2939.06;2909.55;9.8477;
1445;31.174;2939.06;2909.55;9.8477;
1446;31.191;2944.97;2909.55;9.8477;
1447;31.205;2944.17;2909.55;9.8477;
1448;31.222;2944.17;2909.55;9.8477;
1449;31.236;2944.17;2909.55;9.8477;
1450;31.253;2944.43;2909.55;9.8477;
1451;31.268;2946.1;2909.55;9.8477;
1452;31.285;2942.68;2909.55;9.8477;
1453;31.3;2929.56;2909.55;9.8477;
1454;31.317;2930.3;2909.55;9.8477;
1455;31.331;2931.96;2909.55;9.8477;
1456;31.348;2930.08;2909.55;9.8477;
1457;31.361;2934.74;2909.55;9.8477;
1458;31.378;2934.74;2909.55;9.8477;
1459;31.392;2934.74;2909.55;9.8477;
1460;31.409;2934.73;2909.55;9.8477;
1461;31.424;2933.95;2909.55;9.8477;
1462;31.44;2933.95;2909.55;9.8477;
1463;31.453;2942.32;2909.55;9.8477;
1464;31.47;2944.19;2909.55;9.8477;
1465;31.485;2942.32;2909.55;9.8477;
1466;31.5;2944.19;2909.55;9.8477;
1467;31.515;2942.32;2909.55;9.8477;
1468;31.531;2940.54;2909.55;9.8477;
1469;31.547;2938.76;2909.55;9.8477;
1470;31.562;2934.97;2909.55;9.8477;
1471;31.577;2934.98;2909.55;9.8477;
1472;31.592;2936.76;2909.55;9.8477;
1473;31.609;2936.76;2909.55;9.8477;
1474;31.624;2933.88;2909.55;9.8477;
1475;31.64;2933.88;2909.55;9.8477;
1476;31.655;2933.62;2909.55;9.8477;
1477;31.672;2933.8;2909.55;9.8477;
1478;31.689;2933.8;2909.55;9.8477;
1479;31.704;2936.68;2909.55;9.8477;
1480;31.72;2933.67;2909.55;9.8477;
1481;31.735;2925.3;2909.55;9.8477;
1482;31.751;2928.32;2909.55;8.86293;
1483;31.766;2923.04;2909.55;8.86293;
1484;31.781;2929.23;2909.55;8.86293;
1485;31.796;2929.23;2909.55;8.86293;
1486;31.811;2927.59;2909.55;8.86293;
1487;31.827;2927.12;2909.55;8.86293;
1488;31.842;2927.32;2909.55;8.86293;
1489;31.857;2927.32;2909.55;8.86293;
1490;31.873;2927.32;2909.55;8.86293;
1491;31.889;2929.19;2909.55;8.86293;
1492;31.904;2928.87;2909.55;8.86293;
1493;31.92;2927.72;2909.55;8.86293;
1494;31.934;2927.72;2909.55;8.86293;
1495;31.95;2921.5;2909.55;8.86293;
1496;31.966;2921.5;2909.55;8.86293;
1497;31.982;2922.65;2909.55;8.86293;
1498;31.997;2926.56;2909.55;8.86293;
1499;32.013;2923.68;2909.55;8.86293;
1500;32.029;2923.68;2909.55;8.86293;
1501;32.044;2925.33;2909.55;8.86293;
1502;32.059;2925.59;2909.55;8.86293;
1503;32.074;2925.59;2909.55;8.86293;
1504;32.089;2925.59;2909.55;8.86293;
1505;32.104;2924.04;2909.55;8.86293;
1506;32.119;2923.53;2909.55;8.86293;
1507;32.133;2922.29;2909.55;8.86293;
1508;32.149;2919.28;2909.55;8.86293;
1509;32.163;2919.28;2909.55;8.86293;
1510;32.179;2918.82;2909.55;8.86293;
1511;32.195;2916.94;2909.55;8.86293;
1512;32.211;2919.82;2909.55;8.86293;
1513;32.226;2919.82;2909.55;8.86293;
1514;32.242;2919.87;2909.55;8.86293;
1515;32.258;2916.93;2909.55;8.86293;
1516;32.274;2916.93;2909.55;8.86293;
1517;32.289;2915.77;2909.55;8.86293;
1518;32.304;2912.07;2909.55;8.86293;
1519;32.388;2907.41;2907.41;8.86293;
1520;32.404;2907.41;2907.41;8.86293;
1521;32.42;2912.1;2907.41;8.86293;
1522;32.438;2911.93;2907.41;8.86293;
1523;32.455;2912.41;2907.41;8.86293;
1524;32.473;2914.46;2907.41;8.86293;
1525;32.489;2914.62;2907.41;8.86293;
1526;32.505;2911.71;2907.41;8.86293;
1527;32.523;2909.4;2907.41;8.86293;
1528;32.538;2909.4;2907.41;8.86293;
1529;32.554;2910.4;2907.41;8.86293;
1530;32.569;2911.97;2907.41;8.86293;
1531;32.586;2915.67;2907.41;8.86293;
1532;32.603;2915.72;2907.41;8.86293;
1533;32.62;2912.23;2907.41;8.86293;
1534;32.636;2915.14;2907.41;8.86293;
1535;32.656;2913.57;2907.41;8.86293;
1536;32.67;2914.73;2907.41;8.86293;
1537;32.688;2914.73;2907.41;8.86293;
1538;32.703;2913.39;2907.41;8.86293;
1539;32.72;2912.23;2907.41;8.86293;
1540;32.736;2912.23;2907.41;8.86293;
1541;32.752;2911.36;2907.41;8.86293;
1542;32.769;2909.31;2907.41;8.86293;
1543;32.786;2909.13;2907.41;8.86293;
1544;32.801;2911.18;2907.41;8.86293;
1545;32.819;2910.92;2907.41;8.86293;
1546;32.834;2910.92;2907.41;8.86293;
1547;32.852;2910.92;2907.41;8.86293;
1548;32.868;2910.92;2907.41;8.86293;
1549;32.885;2912.49;2907.41;7.97664;
1550;32.902;2910.44;2907.41;7.97664;
1551;32.92;2910.38;2907.41;7.97664;
1552;32.934;2910.38;2907.41;7.97664;
1553;32.951;2908.81;2907.41;7.97664;
1554;32.97;2908.81;2907.41;7.97664;
1555;33.058;2904.12;2904.12;7.97664;
1556;33.074;2908.02;2904.12;7.97664;
1557;33.09;2908.02;2904.12;7.97664;
1558;33.109;2908.8;2904.12;7.97664;
1559;33.125;2908.85;2904.12;7.97664;
1560;33.141;2906.8;2904.12;7.97664;
1561;33.158;2908.37;2904.12;7.97664;
1562;33.173;2908.55;2904.12;7.97664;
1563;33.19;2908.46;2904.12;7.97664;
1564;33.205;2907.9;2904.12;7.97664;
1565;33.222;2907.99;2904.12;7.97664;
1566;33.239;2932.2;2904.12;7.97664;
1567;33.255;2931.44;2904.12;7.97664;
1568;33.272;2929.87;2904.12;7.97664;
1569;33.289;2929.87;2904.12;7.97664;
1570;33.306;2931.03;2904.12;7.97664;
1571;33.321;2931.03;2904.12;7.97664;
1572;33.336;2932.6;2904.12;7.97664;
1573;33.354;2931.42;2904.12;7.97664;
1574;33.372;2931.33;2904.12;7.97664;
1575;33.389;2930.16;2904.12;7.97664;
1576;33.404;2930.92;2904.12;7.97664;
1577;33.423;2930.91;2904.12;7.97664;
1578;33.438;2931.03;2904.12;7.97664;
1579;33.456;2931.03;2904.12;7.97664;
1580;33.471;2932.19;2904.12;7.97664;
1581;33.488;2928.5;2904.12;7.97664;
1582;33.506;2928.5;2904.12;7.97664;
1583;33.525;2928.5;2904.12;7.97664;
1584;33.54;2929.84;2904.12;7.97664;
1585;33.557;2929.08;2904.12;7.97664;
1586;33.574;2929.06;2904.12;7.97664;
1587;33.592;2929.15;2904.12;7.97664;
1588;33.607;2904.94;2904.12;7.97664;
1589;33.625;2904.94;2904.12;7.97664;
1590;33.643;2904.51;2904.12;7.97664;
1591;33.732;2902.94;2902.94;7.97664;
1592;33.82;2899.05;2899.05;7.97664;
1593;33.91;2898.96;2898.96;7.97664;
1594;33.996;2898.91;2898.91;7.97664;
1595;34.084;2898.41;2898.41;7.97664;
1596;34.103;2898.41;2898.41;7.97664;
1597;34.119;2898.41;2898.41;7.97664;
1598;34.136;2898.63;2898.41;7.97664;
1599;34.154;2900.68;2898.41;7.97664;
1600;34.17;2900.68;2898.41;7.97664;
1601;34.186;2900.46;2898.41;7.97664;
1602;34.203;2902.03;2898.41;7.97664;
1603;34.22;2905.51;2898.41;7.97664;
1604;34.236;2905.51;2898.41;7.97664;
1605;34.256;2906.02;2898.41;7.97664;
1606;34.271;2906.02;2898.41;7.97664;
1607;34.287;2904.68;2898.41;7.97664;
1608;34.302;2903.11;2898.41;7.97664;
1609;34.318;2903.16;2898.41;7.97664;
1610;34.336;2903.16;2898.41;7.97664;
1611;34.352;2903.16;2898.41;7.97664;
1612;34.369;2903.92;2898.41;7.97664;
1613;34.387;2900.43;2898.41;7.17898;
1614;34.402;2899.67;2898.41;7.17898;
1615;34.42;2898.89;2898.41;7.17898;
1616;34.437;2898.89;2898.41;7.17898;
1617;34.453;2904.17;2898.41;7.17898;
1618;34.469;2904.17;2898.41;7.17898;
1619;34.487;2905.74;2898.41;7.17898;
1620;34.502;2904.58;2898.41;7.17898;
1621;34.519;2904.35;2898.41;7.17898;
1622;34.537;2905.51;2898.41;7.17898;
1623;34.554;2908.52;2898.41;7.17898;
1624;34.572;2908.75;2898.41;7.17898;
1625;34.588;2907.18;2898.41;7.17898;
1626;34.604;2910.71;2898.41;7.17898;
1627;34.621;2910.71;2898.41;7.17898;
1628;34.64;2910.71;2898.41;7.17898;
1629;34.657;2910.71;2898.41;7.17898;
1630;34.674;2910.19;2898.41;7.17898;
1631;34.691;2909.59;2898.41;7.17898;
1632;34.708;2909.59;2898.41;7.17898;
1633;34.725;2909.27;2898.41;7.17898;
1634;34.741;2909.74;2898.41;7.17898;
1635;34.756;2911.31;2898.41;7.17898;
1636;34.774;2919.86;2898.41;7.17898;
1637;34.791;2918.29;2898.41;7.17898;
1638;34.806;2919.98;2898.41;7.17898;
1639;34.821;2921.55;2898.41;7.17898;
1640;34.839;2919.98;2898.41;7.17898;
1641;34.857;2920.08;2898.41;7.17898;
1642;34.873;2925.12;2898.41;7.17898;
1643;34.888;2922.11;2898.41;7.17898;
1644;34.905;2923.68;2898.41;7.17898;
1645;34.92;2927.26;2898.41;7.17898;
1646;34.935;2922.1;2898.41;7.17898;
1647;34.95;2920.53;2898.41;7.17898;
1648;34.966;2922.1;2898.41;7.17898;
1649;34.98;2920.05;2898.41;7.17898;
1650;34.997;2918.48;2898.41;7.17898;
1651;35.013;2922.31;2898.41;7.17898;
1652;35.029;2922.39;2898.41;7.17898;
1653;35.046;2922.39;2898.41;7.17898;
1654;35.064;2922.13;2898.41;7.17898;
1655;35.081;2920.44;2898.41;7.17898;
1656;35.096;2922.13;2898.41;7.17898;
1657;35.112;2923.7;2898.41;7.17898;
1658;35.13;2923.26;2898.41;7.17898;
1659;35.148;2923.26;2898.41;7.17898;
1660;35.168;2918.21;2898.41;7.17898;
1661;35.188;2921.26;2898.41;7.17898;
1662;35.203;2919.18;2898.41;7.17898;
1663;35.221;2916.13;2898.41;7.17898;
1664;35.242;2914.56;2898.41;7.17898;
1665;35.259;2918.5;2898.41;7.17898;
1666;35.281;2919.25;2898.41;7.17898;
1667;35.297;2917.55;2898.41;7.17898;
1668;35.313;2917.44;2898.41;7.17898;
1669;35.328;2913.61;2898.41;7.17898;
1670;35.349;2905.14;2898.41;7.17898;
1671;35.369;2903.98;2898.41;7.17898;
1672;35.388;2906.3;2898.41;7.17898;
1673;35.411;2906.87;2898.41;7.17898;
1674;35.431;2906.87;2898.41;7.17898;
1675;35.448;2906.3;2898.41;7.17898;
1676;35.467;2906.39;2898.41;7.17898;
1677;35.482;2906.3;2898.41;7.17898;
1678;35.498;2907.87;2898.41;6.46108;
1679;35.512;2906.69;2898.41;6.46108;
1680;35.529;2905.12;2898.41;6.46108;
1681;35.545;2905.12;2898.41;6.46108;
1682;35.562;2904.36;2898.41;6.46108;
1683;35.579;2907.62;2898.41;6.46108;
1684;35.595;2907.62;2898.41;6.46108;
1685;35.61;2907.62;2898.41;6.46108;
1686;35.626;2909.74;2898.41;6.46108;
1687;35.644;2909.74;2898.41;6.46108;
1688;35.66;2909.74;2898.41;6.46108;
1689;35.676;2912.75;2898.41;6.46108;
1690;35.692;2914.32;2898.41;6.46108;
1691;35.708;2914.41;2898.41;6.46108;
1692;35.725;2911.4;2898.41;6.46108;
1693;35.74;2912.56;2898.41;6.46108;
1694;35.756;2909.3;2898.41;6.46108;
1695;35.772;2907.55;2898.41;6.46108;
1696;35.787;2907.55;2898.41;6.46108;
1697;35.803;2907.55;2898.41;6.46108;
1698;35.819;2907.38;2898.41;6.46108;
1699;35.834;2908.14;2898.41;6.46108;
1700;35.85;2904.2;2898.41;6.46108;
1701;35.866;2902.58;2898.41;6.46108;
1702;35.882;2902.35;2898.41;6.46108;
1703;35.965;2897.59;2897.59;6.46108;
1704;35.983;2897.59;2897.59;6.46108;
1705;36.075;2896.02;2896.02;6.46108;
1706;36.091;2897.42;2896.02;6.46108;
1707;36.108;2897.42;2896.02;6.46108;
1708;36.124;2897.53;2896.02;6.46108;
1709;36.142;2897.53;2896.02;6.46108;
1710;36.157;2897.08;2896.02;6.46108;
1711;36.175;2899.2;2896.02;6.46108;
1712;36.189;2898.04;2896.02;6.46108;
1713;36.207;2898.04;2896.02;6.46108;
1714;36.223;2898.04;2896.02;6.46108;
1715;36.24;2898.04;2896.02;6.46108;
1716;36.255;2897.93;2896.02;6.46108;
1717;36.274;2899.5;2896.02;6.46108;
1718;36.29;2902.51;2896.02;6.46108;
1719;36.307;2902.62;2896.02;6.46108;
1720;36.325;2902.62;2896.02;6.46108;
1721;36.34;2901.69;2896.02;6.46108;
1722;36.356;2900.49;2896.02;6.46108;
1723;36.371;2900.38;2896.02;6.46108;
1724;36.388;2904.08;2896.02;6.46108;
1725;36.403;2898.79;2896.02;6.46108;
1726;36.419;2898.92;2896.02;6.46108;
1727;36.434;2899.79;2896.02;6.46108;
1728;36.449;2899.79;2896.02;6.46108;
1729;36.536;2888.78;2888.78;6.46108;
1730;36.553;2889.54;2888.78;6.46108;
1731;36.568;2889.22;2888.78;6.46108;
1732;36.656;2887.65;2887.65;6.46108;
1733;36.67;2887.65;2887.65;6.46108;
1734;36.757;2883.95;2883.95;6.46108;
1735;36.775;2883.95;2883.95;6.46108;
1736;36.791;2883.95;2883.95;6.46108;
1737;36.806;2883.95;2883.95;6.46108;
1738;36.821;2892.43;2883.95;6.46108;
1739;36.908;2876.53;2876.53;6.46108;
1740;36.924;2881.81;2876.53;6.46108;
1741;36.943;2882.95;2876.53;5.81497;
1742;36.959;2882.95;2876.53;5.81497;
1743;36.982;2884.31;2876.53;5.81497;
1744;37.001;2884.31;2876.53;5.81497;
1745;37.016;2884.23;2876.53;5.81497;
1746;37.035;2884.23;2876.53;5.81497;
1747;37.052;2881.22;2876.53;5.81497;
1748;37.076;2880.46;2876.53;5.81497;
1749;37.092;2880.51;2876.53;5.81497;
1750;37.111;2881.11;2876.53;5.81497;
1751;37.134;2881.11;2876.53;5.81497;
1752;37.15;2881.11;2876.53;5.81497;
1753;37.172;2880.79;2876.53;5.81497;
1754;37.192;2882.43;2876.53;5.81497;
1755;37.207;2882.43;2876.53;5.81497;
1756;37.229;2882.43;2876.53;5.81497;
1757;37.25;2884;2876.53;5.81497;
1758;37.267;2883.91;2876.53;5.81497;
1759;37.291;2882.34;2876.53;5.81497;
1760;37.305;2881.8;2876.53;5.81497;
1761;37.322;2881.8;2876.53;5.81497;
1762;37.341;2881.1;2876.53;5.81497;
1763;37.359;2879.45;2876.53;5.81497;
1764;37.379;2879.45;2876.53;5.81497;
1765;37.397;2879.65;2876.53;5.81497;
1766;37.416;2879.67;2876.53;5.81497;
1767;37.437;2879.65;2876.53;5.81497;
1768;37.459;2881.22;2876.53;5.81497;
1769;37.478;2881.94;2876.53;5.81497;
1770;37.494;2883.55;2876.53;5.81497;
1771;37.515;2876.75;2876.53;5.81497;
1772;37.606;2874.27;2874.27;5.81497;
1773;37.621;2876.75;2874.27;5.81497;
1774;37.644;2878.2;2874.27;5.81497;
1775;37.661;2878.2;2874.27;5.81497;
1776;37.683;2878.2;2874.27;5.81497;
1777;37.698;2876.31;2874.27;5.81497;
1778;37.715;2874.47;2874.27;5.81497;
1779;37.809;2874.24;2874.24;5.81497;
1780;37.824;2874.24;2874.24;5.81497;
1781;37.919;2872.67;2872.67;5.81497;
1782;37.937;2873.75;2872.67;5.81497;
1783;37.951;2873.01;2872.67;5.81497;
1784;37.97;2873.01;2872.67;5.81497;
1785;37.989;2873.01;2872.67;5.81497;
1786;38.008;2873.01;2872.67;5.81497;
1787;38.03;2873.01;2872.67;5.81497;
1788;38.048;2873.01;2872.67;5.81497;
1789;38.065;2873.01;2872.67;5.81497;
1790;38.085;2873.12;2872.67;5.81497;
1791;38.178;2871.97;2871.97;5.81497;
1792;38.269;2868.85;2868.85;5.81497;
1793;38.361;2867.14;2867.14;5.81497;
1794;38.451;2867.03;2867.03;5.81497;
1795;38.538;2865.95;2865.95;5.81497;
1796;38.557;2866.82;2865.95;5.81497;
1797;38.579;2866.82;2865.95;5.81497;
1798;38.593;2866.82;2865.95;5.81497;
1799;38.613;2868.4;2865.95;5.81497;
1800;38.639;2868.4;2865.95;5.81497;
1801;38.654;2872.23;2865.95;5.81497;
1802;38.674;2872.28;2865.95;5.81497;
1803;38.692;2871.72;2865.95;5.81497;
1804;38.711;2871.12;2865.95;5.23347;
1805;38.733;2871.03;2865.95;5.23347;
1806;38.749;2871.03;2865.95;5.23347;
1807;38.765;2871.03;2865.95;5.23347;
1808;38.79;2871.03;2865.95;5.23347;
1809;38.807;2871.03;2865.95;5.23347;
1810;38.829;2871.77;2865.95;5.23347;
1811;38.847;2875.04;2865.95;5.23347;
1812;38.867;2876.19;2865.95;5.23347;
1813;38.884;2876.75;2865.95;5.23347;
1814;38.905;2875.3;2865.95;5.23347;
1815;38.921;2875.38;2865.95;5.23347;
1816;38.936;2875.69;2865.95;5.23347;
1817;38.952;2874.12;2865.95;5.23347;
1818;38.965;2874.1;2865.95;5.23347;
1819;38.983;2875.67;2865.95;5.23347;
1820;38.998;2874.53;2865.95;5.23347;
1821;39.016;2873.97;2865.95;5.23347;
1822;39.032;2873.97;2865.95;5.23347;
1823;39.049;2873.69;2865.95;5.23347;
1824;39.065;2873.69;2865.95;5.23347;
1825;39.082;2873.68;2865.95;5.23347;
1826;39.095;2872.11;2865.95;5.23347;
1827;39.112;2872.11;2865.95;5.23347;
1828;39.127;2872.11;2865.95;5.23347;
1829;39.142;2873.68;2865.95;5.23347;
1830;39.161;2872.11;2865.95;5.23347;
1831;39.177;2871.86;2865.95;5.23347;
1832;39.193;2873.43;2865.95;5.23347;
1833;39.212;2873.43;2865.95;5.23347;
1834;39.226;2873.34;2865.95;5.23347;
1835;39.244;2873.34;2865.95;5.23347;
1836;39.258;2871.77;2865.95;5.23347;
1837;39.276;2871.77;2865.95;5.23347;
1838;39.294;2874.38;2865.95;5.23347;
1839;39.31;2879.49;2865.95;5.23347;
1840;39.326;2879.51;2865.95;5.23347;
1841;39.344;2874.23;2865.95;5.23347;
1842;39.358;2874.23;2865.95;5.23347;
1843;39.376;2874.23;2865.95;5.23347;
1844;39.391;2874.51;2865.95;5.23347;
1845;39.477;2855.52;2855.52;5.23347;
1846;39.565;2847.36;2847.36;5.23347;
1847;39.659;2841.92;2841.92;5.23347;
1848;39.675;2841.92;2841.92;5.23347;
1849;39.766;2841.4;2841.4;5.23347;
1850;39.855;2841.37;2841.37;5.23347;
1851;39.95;2838.5;2838.5;5.23347;
1852;39.964;2838.5;2838.5;5.23347;
1853;39.984;2838.5;2838.5;5.23347;
1854;40;2838.51;2838.5;5.23347;
1855;40.094;2837.32;2837.32;5.23347;
1856;40.184;2837.01;2837.01;5.23347;
1857;40.201;2837.01;2837.01;5.23347;
1858;40.219;2837.14;2837.01;5.23347;
1859;40.315;2835.79;2835.79;5.23347;
1860;40.336;2836.97;2835.79;5.23347;
1861;40.358;2836.97;2835.79;5.23347;
1862;40.378;2840.67;2835.79;5.23347;
1863;40.4;2840.7;2835.79;5.23347;
1864;40.42;2840.72;2835.79;5.23347;
1865;40.441;2840.72;2835.79;5.23347;
1866;40.459;2845.84;2835.79;5.23347;
1867;40.473;2844.65;2835.79;5.23347;
1868;40.491;2845.61;2835.79;5.23347;
1869;40.505;2845.58;2835.79;4.71013;
1870;40.522;2845.58;2835.79;4.71013;
1871;40.537;2842.55;2835.79;4.71013;
1872;40.554;2842.55;2835.79;4.71013;
1873;40.568;2842.55;2835.79;4.71013;
1874;40.585;2846.48;2835.79;4.71013;
1875;40.601;2846.48;2835.79;4.71013;
1876;40.619;2846.52;2835.79;4.71013;
1877;40.637;2846.52;2835.79;4.71013;
1878;40.653;2847.44;2835.79;4.71013;
1879;40.667;2847.82;2835.79;4.71013;
1880;40.683;2847.82;2835.79;4.71013;
1881;40.698;2843.88;2835.79;4.71013;
1882;40.715;2843.85;2835.79;4.71013;
1883;40.729;2843.85;2835.79;4.71013;
1884;40.747;2843.83;2835.79;4.71013;
1885;40.762;2843.46;2835.79;4.71013;
1886;40.778;2844.64;2835.79;4.71013;
1887;40.793;2844.68;2835.79;4.71013;
1888;40.809;2844.68;2835.79;4.71013;
1889;40.823;2844.51;2835.79;4.71013;
1890;40.841;2844.51;2835.79;4.71013;
1891;40.855;2842.73;2835.79;4.71013;
1892;40.87;2843.71;2835.79;4.71013;
1893;40.885;2843.71;2835.79;4.71013;
1894;40.901;2843.88;2835.79;4.71013;
1895;40.915;2843.88;2835.79;4.71013;
1896;40.932;2845.06;2835.79;4.71013;
1897;40.948;2844.9;2835.79;4.71013;
1898;40.964;2845.2;2835.79;4.71013;
1899;40.98;2844.14;2835.79;4.71013;
1900;40.996;2844.14;2835.79;4.71013;
1901;41.011;2840.25;2835.79;4.71013;
1902;41.026;2840.25;2835.79;4.71013;
1903;41.043;2839.06;2835.79;4.71013;
1904;41.058;2837.51;2835.79;4.71013;
1905;41.142;2834.5;2834.5;4.71013;
1906;41.23;2830.8;2830.8;4.71013;
1907;41.324;2830.33;2830.33;4.71013;
