i;t;s;bs;T;
677;20.099;2732.27;2719.61;34.8678;
678;20.111;2732.78;2719.61;34.8678;
679;20.128;2732.76;2719.61;34.8678;
680;20.142;2732.68;2719.61;34.8678;
681;20.159;2732.69;2719.61;34.8678;
682;20.17;2733.45;2719.61;34.8678;
683;20.185;2733.19;2719.61;34.8678;
684;20.201;2733.19;2719.61;34.8678;
685;20.216;2739.1;2719.61;34.8678;
686;20.228;2739.1;2719.61;34.8678;
687;20.244;2745.49;2719.61;34.8678;
688;20.258;2749;2719.61;34.8678;
689;20.273;2749;2719.61;34.8678;
690;20.286;2749;2719.61;34.8678;
691;20.302;2749;2719.61;34.8678;
692;20.318;2751.04;2719.61;34.8678;
693;20.329;2745.12;2719.61;34.8678;
694;20.344;2742.69;2719.61;34.8678;
695;20.359;2742.69;2719.61;34.8678;
696;20.373;2741.6;2719.61;34.8678;
697;20.388;2741.08;2719.61;34.8678;
698;20.403;2739.62;2719.61;34.8678;
699;20.419;2738.79;2719.61;34.8678;
700;20.437;2738.88;2719.61;34.8678;
701;20.453;2738.88;2719.61;34.8678;
702;20.468;2745.41;2719.61;34.8678;
703;20.483;2746.5;2719.61;34.8678;
704;20.498;2746.41;2719.61;34.8678;
705;20.511;2747.86;2719.61;34.8678;
706;20.525;2747.31;2719.61;34.8678;
707;20.539;2745.86;2719.61;34.8678;
708;20.552;2744.77;2719.61;34.8678;
709;20.567;2744.77;2719.61;34.8678;
710;20.578;2744.77;2719.61;34.8678;
711;20.595;2744.86;2719.61;34.8678;
712;20.609;2747.5;2719.61;34.8678;
713;20.625;2748.59;2719.61;34.8678;
714;20.641;2749.09;2719.61;34.8678;
715;20.652;2746.75;2719.61;34.8678;
716;20.668;2746.75;2719.61;34.8678;
717;20.681;2746.48;2719.61;34.8678;
718;20.696;2745.39;2719.61;34.8678;
719;20.709;2742.75;2719.61;34.8678;
720;20.722;2743.84;2719.61;34.8678;
721;20.735;2744.67;2719.61;34.8678;
722;20.751;2744.67;2719.61;34.8678;
723;20.767;2747.31;2719.61;34.8678;
724;20.782;2747.33;2719.61;34.8678;
725;20.796;2740.79;2719.61;34.8678;
726;20.808;2739.71;2719.61;34.8678;
727;20.823;2738.88;2719.61;34.8678;
728;20.837;2736.84;2719.61;34.8678;
729;20.852;2737.92;2719.61;34.8678;
730;20.863;2735.28;2719.61;34.8678;
731;20.879;2735.28;2719.61;34.8678;
732;20.891;2737.92;2719.61;34.8678;
733;20.905;2737.92;2719.61;34.8678;
734;20.921;2737.44;2719.61;34.8678;
735;20.935;2737.44;2719.61;34.8678;
736;20.947;2736.35;2719.61;34.8678;
737;20.965;2736.4;2719.61;34.8678;
738;20.979;2739.67;2719.61;34.8678;
739;20.991;2737.78;2719.61;34.8678;
740;21.071;2698.18;2698.18;34.8678;
741;21.155;2694.91;2694.91;34.8678;
742;21.167;2696;2694.91;31.3811;
743;21.25;2693.05;2693.05;31.3811;
744;21.267;2693.05;2693.05;31.3811;
745;21.358;2691.97;2691.97;31.3811;
746;21.372;2691.97;2691.97;31.3811;
747;21.392;2697.36;2691.97;31.3811;
748;21.406;2697.02;2691.97;31.3811;
749;21.42;2696.41;2691.97;31.3811;
750;21.435;2699.66;2691.97;31.3811;
751;21.453;2700.74;2691.97;31.3811;
752;21.467;2700.74;2691.97;31.3811;
753;21.487;2701.36;2691.97;31.3811;
754;21.5;2698.11;2691.97;31.3811;
755;21.512;2698.4;2691.97;31.3811;
756;21.53;2698.4;2691.97;31.3811;
757;21.548;2698.4;2691.97;31.3811;
758;21.566;2698.24;2691.97;31.3811;
759;21.579;2698.25;2691.97;31.3811;
760;21.593;2698.25;2691.97;31.3811;
761;21.612;2698.25;2691.97;31.3811;
762;21.626;2700.02;2691.97;31.3811;
763;21.637;2698.93;2691.97;31.3811;
764;21.656;2697.16;2691.97;31.3811;
765;21.67;2697.16;2691.97;31.3811;
766;21.684;2697.71;2691.97;31.3811;
767;21.7;2697.6;2691.97;31.3811;
768;21.713;2697.6;2691.97;31.3811;
769;21.727;2699.64;2691.97;31.3811;
770;21.745;2695.17;2691.97;31.3811;
771;21.764;2695.17;2691.97;31.3811;
772;21.777;2694.61;2691.97;31.3811;
773;21.797;2694.6;2691.97;31.3811;
774;21.878;2690.4;2690.4;31.3811;
775;21.965;2689.67;2689.67;31.3811;
776;21.979;2692.09;2689.67;31.3811;
777;22.067;2688.55;2688.55;31.3811;
778;22.079;2689.44;2688.55;31.3811;
779;22.099;2689.99;2688.55;31.3811;
780;22.112;2693.21;2688.55;31.3811;
781;22.132;2690.79;2688.55;31.3811;
782;22.146;2690.79;2688.55;31.3811;
783;22.167;2692.24;2688.55;31.3811;
784;22.182;2693;2688.55;31.3811;
785;22.198;2699.28;2688.55;31.3811;
786;22.213;2700.37;2688.55;31.3811;
787;22.229;2696.37;2688.55;31.3811;
788;22.246;2693.88;2688.55;31.3811;
789;22.267;2692.8;2688.55;31.3811;
790;22.278;2695.45;2688.55;31.3811;
791;22.299;2695.45;2688.55;31.3811;
792;22.317;2696.09;2688.55;31.3811;
793;22.329;2689.81;2688.55;31.3811;
794;22.349;2689.81;2688.55;31.3811;
795;22.361;2690.09;2688.55;31.3811;
796;22.379;2689.47;2688.55;31.3811;
797;22.391;2689.64;2688.55;31.3811;
798;22.406;2691.22;2688.55;31.3811;
799;22.425;2690.13;2688.55;31.3811;
800;22.439;2691.22;2688.55;31.3811;
801;22.451;2692.89;2688.55;31.3811;
802;22.469;2692.48;2688.55;31.3811;
803;22.483;2693.1;2688.55;31.3811;
804;22.497;2692.66;2688.55;31.3811;
805;22.511;2693.2;2688.55;31.3811;
806;22.524;2693.2;2688.55;28.243;
807;22.536;2694.09;2688.55;28.243;
808;22.547;2693.32;2688.55;28.243;
809;22.564;2692.79;2688.55;28.243;
810;22.577;2694.23;2688.55;28.243;
811;22.591;2694.66;2688.55;28.243;
812;22.607;2694.83;2688.55;28.243;
813;22.622;2693.74;2688.55;28.243;
814;22.638;2693.52;2688.55;28.243;
815;22.653;2694.97;2688.55;28.243;
816;22.665;2695.9;2688.55;28.243;
817;22.682;2697.15;2688.55;28.243;
818;22.699;2700.61;2688.55;28.243;
819;22.715;2699.72;2688.55;28.243;
820;22.73;2699.72;2688.55;28.243;
821;22.744;2698.79;2688.55;28.243;
822;22.759;2699.88;2688.55;28.243;
823;22.774;2701.27;2688.55;28.243;
824;22.79;2702.18;2688.55;28.243;
825;22.8;2699.75;2688.55;28.243;
826;22.815;2698.66;2688.55;28.243;
827;22.828;2695.44;2688.55;28.243;
828;22.844;2691.99;2688.55;28.243;
829;22.86;2691.99;2688.55;28.243;
830;22.876;2693.08;2688.55;28.243;
831;22.892;2693.08;2688.55;28.243;
832;22.906;2692.17;2688.55;28.243;
833;22.917;2691.08;2688.55;28.243;
834;22.932;2691.08;2688.55;28.243;
835;22.946;2689.69;2688.55;28.243;
836;22.958;2689.69;2688.55;28.243;
837;22.972;2689.69;2688.55;28.243;
838;22.985;2692.12;2688.55;28.243;
839;23;2692.12;2688.55;28.243;
840;23.016;2693.31;2688.55;28.243;
841;23.027;2693.31;2688.55;28.243;
842;23.041;2695.65;2688.55;28.243;
843;23.052;2694.4;2688.55;28.243;
844;23.069;2705.8;2688.55;28.243;
845;23.08;2703.94;2688.55;28.243;
846;23.095;2705.19;2688.55;28.243;
847;23.112;2707.53;2688.55;28.243;
848;23.125;2708.22;2688.55;28.243;
849;23.136;2703.11;2688.55;28.243;
850;23.151;2706.56;2688.55;28.243;
851;23.166;2706.74;2688.55;28.243;
852;23.178;2704.39;2688.55;28.243;
853;23.195;2704.67;2688.55;28.243;
854;23.209;2705.56;2688.55;28.243;
855;23.224;2705.23;2688.55;28.243;
856;23.239;2704.95;2688.55;28.243;
857;23.251;2704.83;2688.55;28.243;
858;23.268;2708.05;2688.55;28.243;
859;23.278;2708.17;2688.55;28.243;
860;23.292;2708.45;2688.55;28.243;
861;23.309;2708.45;2688.55;28.243;
862;23.323;2708.28;2688.55;28.243;
863;23.337;2708.28;2688.55;28.243;
864;23.351;2710.62;2688.55;28.243;
865;23.362;2711.51;2688.55;28.243;
866;23.377;2709.17;2688.55;28.243;
867;23.394;2704.19;2688.55;28.243;
868;23.408;2707.58;2688.55;25.4187;
869;23.419;2699.01;2688.55;25.4187;
870;23.435;2701.35;2688.55;25.4187;
871;23.45;2701.08;2688.55;25.4187;
872;23.465;2701.23;2688.55;25.4187;
873;23.48;2701.61;2688.55;25.4187;
874;23.495;2702.5;2688.55;25.4187;
875;23.51;2701.35;2688.55;25.4187;
876;23.524;2700.45;2688.55;25.4187;
877;23.539;2700.45;2688.55;25.4187;
878;23.551;2701.35;2688.55;25.4187;
879;23.565;2701.34;2688.55;25.4187;
880;23.577;2702.46;2688.55;25.4187;
881;23.593;2699.09;2688.55;25.4187;
882;23.61;2699.09;2688.55;25.4187;
883;23.625;2698.57;2688.55;25.4187;
884;23.641;2698.57;2688.55;25.4187;
885;23.655;2698.85;2688.55;25.4187;
886;23.668;2702.21;2688.55;25.4187;
887;23.683;2702.21;2688.55;25.4187;
888;23.698;2702.54;2688.55;25.4187;
889;23.71;2702.54;2688.55;25.4187;
890;23.724;2703.7;2688.55;25.4187;
891;23.737;2702.8;2688.55;25.4187;
892;23.75;2701.55;2688.55;25.4187;
893;23.765;2690.15;2688.55;25.4187;
894;23.776;2689.03;2688.55;25.4187;
895;23.79;2695.56;2688.55;25.4187;
896;23.805;2695.56;2688.55;25.4187;
897;23.819;2689.03;2688.55;25.4187;
898;23.899;2686.68;2686.68;25.4187;
899;23.976;2686.41;2686.41;25.4187;
900;24.061;2684.43;2684.43;25.4187;
901;24.073;2685.34;2684.43;25.4187;
902;24.087;2685.62;2684.43;25.4187;
903;24.103;2685.62;2684.43;25.4187;
904;24.122;2686.02;2684.43;25.4187;
905;24.14;2686.02;2684.43;25.4187;
906;24.155;2685.74;2684.43;25.4187;
907;24.166;2687.65;2684.43;25.4187;
908;24.181;2690;2684.43;25.4187;
909;24.201;2702.08;2684.43;25.4187;
910;24.216;2702.28;2684.43;25.4187;
911;24.235;2702.1;2684.43;25.4187;
912;24.247;2702.38;2684.43;25.4187;
913;24.265;2700.04;2684.43;25.4187;
914;24.279;2706.57;2684.43;25.4187;
915;24.293;2717.97;2684.43;25.4187;
916;24.305;2711.34;2684.43;25.4187;
917;24.324;2709.9;2684.43;25.4187;
918;24.339;2710.01;2684.43;25.4187;
919;24.354;2712.36;2684.43;25.4187;
920;24.37;2712.36;2684.43;25.4187;
921;24.384;2712.46;2684.43;25.4187;
922;24.395;2712.18;2684.43;25.4187;
923;24.414;2712.46;2684.43;25.4187;
924;24.425;2712.46;2684.43;25.4187;
925;24.439;2713.9;2684.43;25.4187;
926;24.455;2713.62;2684.43;25.4187;
927;24.466;2713.62;2684.43;25.4187;
928;24.481;2713.9;2684.43;25.4187;
929;24.497;2701.81;2684.43;25.4187;
930;24.513;2701.81;2684.43;25.4187;
931;24.525;2691.44;2684.43;25.4187;
932;24.543;2690;2684.43;22.8768;
933;24.553;2696.17;2684.43;22.8768;
934;24.569;2695.25;2684.43;22.8768;
935;24.58;2696.21;2684.43;22.8768;
936;24.596;2696.21;2684.43;22.8768;
937;24.611;2689.67;2684.43;22.8768;
938;24.626;2689.5;2684.43;22.8768;
939;24.637;2689.5;2684.43;22.8768;
940;24.651;2689.22;2684.43;22.8768;
941;24.667;2689.22;2684.43;22.8768;
942;24.679;2693.99;2684.43;22.8768;
943;24.693;2689.97;2684.43;22.8768;
944;24.709;2686.28;2684.43;22.8768;
945;24.786;2683.79;2683.79;22.8768;
946;24.801;2683.92;2683.79;22.8768;
947;24.881;2681.58;2681.58;22.8768;
948;24.893;2681.58;2681.58;22.8768;
949;24.908;2687.2;2681.58;22.8768;
950;24.92;2693.73;2681.58;22.8768;
951;24.935;2693.73;2681.58;22.8768;
952;24.949;2693.33;2681.58;22.8768;
953;24.963;2694.42;2681.58;22.8768;
954;24.978;2696.77;2681.58;22.8768;
955;24.99;2696.77;2681.58;22.8768;
956;25.004;2697.04;2681.58;22.8768;
957;25.015;2697.44;2681.58;22.8768;
958;25.03;2693.04;2681.58;22.8768;
959;25.044;2693.22;2681.58;22.8768;
960;25.055;2694.38;2681.58;22.8768;
961;25.07;2690.97;2681.58;22.8768;
962;25.083;2691.03;2681.58;22.8768;
963;25.096;2689.94;2681.58;22.8768;
964;25.111;2686.55;2681.58;22.8768;
965;25.127;2687.43;2681.58;22.8768;
966;25.146;2692.4;2681.58;22.8768;
967;25.161;2693.49;2681.58;22.8768;
968;25.174;2693.32;2681.58;22.8768;
969;25.191;2693.26;2681.58;22.8768;
970;25.205;2692.17;2681.58;22.8768;
971;25.285;2677.26;2677.26;22.8768;
972;25.296;2677.44;2677.26;22.8768;
973;25.386;2676.04;2676.04;22.8768;
974;25.468;2675.92;2675.92;22.8768;
975;25.479;2676.07;2675.92;22.8768;
976;25.494;2679.58;2675.92;22.8768;
977;25.574;2674.05;2674.05;22.8768;
978;25.659;2673.86;2673.86;22.8768;
979;25.743;2672.69;2672.69;22.8768;
980;25.758;2672.96;2672.69;22.8768;
981;25.839;2671.03;2671.03;22.8768;
982;25.85;2671.03;2671.03;22.8768;
983;25.861;2671.03;2671.03;22.8768;
984;25.882;2671.03;2671.03;22.8768;
985;25.895;2672;2671.03;22.8768;
986;25.913;2676.66;2671.03;22.8768;
987;25.93;2671.69;2671.03;22.8768;
988;26.012;2670.72;2670.72;22.8768;
989;26.099;2668.67;2668.67;22.8768;
990;26.185;2665.45;2665.45;22.8768;
991;26.196;2666.32;2665.45;22.8768;
992;26.212;2678.75;2665.45;22.8768;
993;26.228;2678.75;2665.45;22.8768;
994;26.243;2677.98;2665.45;22.8768;
995;26.258;2677.1;2665.45;22.8768;
996;26.27;2673.99;2665.45;22.8768;
997;26.287;2673.99;2665.45;22.8768;
998;26.298;2670.48;2665.45;22.8768;
999;26.314;2667.72;2665.45;20.5891;
1000;26.331;2666.81;2665.45;20.5891;
1001;26.344;2665.93;2665.45;20.5891;
1002;26.361;2667.02;2665.45;20.5891;
1003;26.376;2667.02;2665.45;20.5891;
1004;26.39;2677.49;2665.45;20.5891;
1005;26.404;2677.48;2665.45;20.5891;
1006;26.419;2677.31;2665.45;20.5891;
1007;26.432;2671.03;2665.45;20.5891;
1008;26.448;2671.96;2665.45;20.5891;
1009;26.463;2672.41;2665.45;20.5891;
1010;26.541;2661.99;2661.99;20.5891;
1011;26.552;2662.86;2661.99;20.5891;
1012;26.634;2661.93;2661.93;20.5891;
1013;26.718;2661.48;2661.48;20.5891;
1014;26.801;2661.16;2661.16;20.5891;
1015;26.82;2661.67;2661.16;20.5891;
1016;26.831;2661.67;2661.16;20.5891;
1017;26.915;2659.33;2659.33;20.5891;
1018;26.926;2659.33;2659.33;20.5891;
1019;26.944;2660.26;2659.33;20.5891;
1020;27.029;2659.17;2659.17;20.5891;
1021;27.045;2661.52;2659.17;20.5891;
1022;27.06;2661.52;2659.17;20.5891;
1023;27.144;2658.4;2658.4;20.5891;
1024;27.156;2659.49;2658.4;20.5891;
1025;27.171;2659.49;2658.4;20.5891;
1026;27.25;2649.01;2649.01;20.5891;
1027;27.262;2649.31;2649.01;20.5891;
1028;27.281;2649.31;2649.01;20.5891;
1029;27.295;2652.53;2649.01;20.5891;
1030;27.314;2651.44;2649.01;20.5891;
1031;27.328;2656.98;2649.01;20.5891;
1032;27.343;2657.15;2649.01;20.5891;
1033;27.362;2659.81;2649.01;20.5891;
1034;27.381;2661.07;2649.01;20.5891;
1035;27.401;2660.13;2649.01;20.5891;
1036;27.421;2661.22;2649.01;20.5891;
1037;27.435;2661.22;2649.01;20.5891;
1038;27.447;2662.8;2649.01;20.5891;
1039;27.466;2663.44;2649.01;20.5891;
1040;27.479;2662.35;2649.01;20.5891;
1041;27.494;2662.05;2649.01;20.5891;
1042;27.512;2662.05;2649.01;20.5891;
1043;27.526;2664.19;2649.01;20.5891;
1044;27.545;2662.93;2649.01;20.5891;
1045;27.559;2661.35;2649.01;20.5891;
1046;27.571;2662.44;2649.01;20.5891;
1047;27.594;2661.35;2649.01;20.5891;
1048;27.609;2660.43;2649.01;20.5891;
1049;27.623;2667.2;2649.01;20.5891;
1050;27.639;2668.29;2649.01;20.5891;
1051;27.653;2668.29;2649.01;20.5891;
1052;27.668;2669.22;2649.01;20.5891;
1053;27.679;2669.22;2649.01;20.5891;
1054;27.692;2668.13;2649.01;20.5891;
1055;27.707;2667.25;2649.01;20.5891;
1056;27.723;2667.55;2649.01;20.5891;
1057;27.736;2667.55;2649.01;20.5891;
1058;27.752;2667.21;2649.01;20.5891;
1059;27.765;2668.3;2649.01;20.5891;
1060;27.777;2669.88;2649.01;20.5891;
1061;27.793;2670.76;2649.01;20.5891;
1062;27.806;2668.33;2649.01;20.5891;
1063;27.818;2670.76;2649.01;18.5302;
1064;27.835;2669.18;2649.01;18.5302;
1065;27.851;2669.48;2649.01;18.5302;
1066;27.866;2669.57;2649.01;18.5302;
1067;27.883;2669.7;2649.01;18.5302;
1068;27.895;2669.7;2649.01;18.5302;
1069;27.911;2668.61;2649.01;18.5302;
1070;27.922;2665.95;2649.01;18.5302;
1071;27.937;2668.11;2649.01;18.5302;
1072;27.953;2661.33;2649.01;18.5302;
1073;27.969;2662.3;2649.01;18.5302;
1074;27.985;2662.3;2649.01;18.5302;
1075;28.001;2664.95;2649.01;18.5302;
1076;28.012;2662.3;2649.01;18.5302;
1077;28.029;2661.68;2649.01;18.5302;
1078;28.045;2663.26;2649.01;18.5302;
1079;28.061;2669.15;2649.01;18.5302;
1080;28.08;2667.57;2649.01;18.5302;
1081;28.097;2666.69;2649.01;18.5302;
1082;28.116;2672.97;2649.01;18.5302;
1083;28.134;2676.37;2649.01;18.5302;
1084;28.153;2674.84;2649.01;18.5302;
1085;28.167;2675.78;2649.01;18.5302;
1086;28.179;2675.19;2649.01;18.5302;
1087;28.196;2676.28;2649.01;18.5302;
1088;28.21;2677.54;2649.01;18.5302;
1089;28.222;2677.54;2649.01;18.5302;
1090;28.24;2677.38;2649.01;18.5302;
1091;28.254;2677.07;2649.01;18.5302;
1092;28.266;2677.07;2649.01;18.5302;
1093;28.282;2674.07;2649.01;18.5302;
1094;28.296;2673.11;2649.01;18.5302;
1095;28.312;2672.03;2649.01;18.5302;
1096;28.323;2667.76;2649.01;18.5302;
1097;28.338;2664.37;2649.01;18.5302;
1098;28.355;2665.82;2649.01;18.5302;
1099;28.37;2665.11;2649.01;18.5302;
1100;28.382;2666.68;2649.01;18.5302;
1101;28.393;2667.39;2649.01;18.5302;
1102;28.408;2667.38;2649.01;18.5302;
1103;28.423;2667.38;2649.01;18.5302;
1104;28.439;2673.56;2649.01;18.5302;
1105;28.452;2671.14;2649.01;18.5302;
1106;28.468;2668.52;2649.01;18.5302;
1107;28.48;2668.52;2649.01;18.5302;
1108;28.499;2668.41;2649.01;18.5302;
1109;28.513;2668.52;2649.01;18.5302;
1110;28.527;2662.23;2649.01;18.5302;
1111;28.543;2660.64;2649.01;18.5302;
1112;28.563;2660.53;2649.01;18.5302;
1113;28.581;2661.42;2649.01;18.5302;
1114;28.595;2661.1;2649.01;18.5302;
1115;28.614;2660.49;2649.01;18.5302;
1116;28.627;2670.96;2649.01;18.5302;
1117;28.639;2665.99;2649.01;18.5302;
1118;28.656;2667.08;2649.01;18.5302;
1119;28.672;2670.08;2649.01;18.5302;
1120;28.69;2669.7;2649.01;18.5302;
1121;28.704;2669.7;2649.01;18.5302;
1122;28.716;2671.29;2649.01;18.5302;
1123;28.736;2671.29;2649.01;18.5302;
1124;28.751;2676.2;2649.01;18.5302;
1125;28.764;2670.67;2649.01;18.5302;
1126;28.782;2660.19;2649.01;18.5302;
1127;28.797;2660.19;2649.01;18.5302;
1128;28.812;2660.57;2649.01;18.5302;
1129;28.827;2655.66;2649.01;18.5302;
1130;28.841;2656.59;2649.01;16.6772;
1131;28.855;2655.73;2649.01;16.6772;
1132;28.871;2652.51;2649.01;16.6772;
1133;28.885;2653.35;2649.01;16.6772;
1134;28.896;2652.26;2649.01;16.6772;
1135;28.912;2651.38;2649.01;16.6772;
1136;28.927;2651.38;2649.01;16.6772;
1137;28.939;2649.72;2649.01;16.6772;
1138;28.954;2649.72;2649.01;16.6772;
1139;28.965;2649.42;2649.01;16.6772;
1140;28.98;2655.87;2649.01;16.6772;
1141;28.995;2656.96;2649.01;16.6772;
1142;29.01;2655.36;2649.01;16.6772;
1143;29.023;2655.36;2649.01;16.6772;
1144;29.103;2648.91;2648.91;16.6772;
1145;29.186;2647.82;2647.82;16.6772;
1146;29.197;2649.42;2647.82;16.6772;
1147;29.218;2650.51;2647.82;16.6772;
1148;29.237;2649.06;2647.82;16.6772;
1149;29.318;2646.56;2646.56;16.6772;
1150;29.329;2650.11;2646.56;16.6772;
1151;29.35;2650.69;2646.56;16.6772;
1152;29.362;2653.18;2646.56;16.6772;
1153;29.382;2652.26;2646.56;16.6772;
1154;29.394;2651.18;2646.56;16.6772;
1155;29.414;2654.96;2646.56;16.6772;
1156;29.424;2654.96;2646.56;16.6772;
1157;29.439;2654.96;2646.56;16.6772;
1158;29.455;2664.9;2646.56;16.6772;
1159;29.47;2661.78;2646.56;16.6772;
1160;29.487;2658.24;2646.56;16.6772;
1161;29.501;2664.69;2646.56;16.6772;
1162;29.512;2664.68;2646.56;16.6772;
1163;29.531;2670.13;2646.56;16.6772;
1164;29.544;2663.68;2646.56;16.6772;
1165;29.558;2664.77;2646.56;16.6772;
1166;29.573;2663.68;2646.56;16.6772;
1167;29.587;2663.04;2646.56;16.6772;
1168;29.602;2663.02;2646.56;16.6772;
1169;29.614;2668.56;2646.56;16.6772;
1170;29.628;2669.19;2646.56;16.6772;
1171;29.639;2672.41;2646.56;16.6772;
1172;29.654;2672.42;2646.56;16.6772;
1173;29.668;2676.07;2646.56;16.6772;
1174;29.679;2676.23;2646.56;16.6772;
1175;29.693;2674.01;2646.56;16.6772;
1176;29.708;2670.79;2646.56;16.6772;
1177;29.719;2670.79;2646.56;16.6772;
1178;29.735;2671.71;2646.56;16.6772;
1179;29.746;2674.34;2646.56;16.6772;
1180;29.761;2674.64;2646.56;16.6772;
1181;29.774;2674.63;2646.56;16.6772;
1182;29.789;2678.9;2646.56;16.6772;
1183;29.801;2678.89;2646.56;16.6772;
1184;29.815;2678.58;2646.56;16.6772;
1185;29.827;2667.74;2646.56;16.6772;
1186;29.841;2667.3;2646.56;16.6772;
1187;29.856;2666.67;2646.56;16.6772;
1188;29.87;2666.67;2646.56;16.6772;
1189;29.882;2661.13;2646.56;16.6772;
1190;29.893;2661.43;2646.56;16.6772;
1191;29.908;2661.08;2646.56;16.6772;
1192;29.922;2661.08;2646.56;16.6772;
1193;29.937;2656.82;2646.56;16.6772;
1194;29.949;2656.76;2646.56;16.6772;
1195;29.962;2656.76;2646.56;16.6772;
1196;29.977;2657.84;2646.56;16.6772;
1197;29.989;2654.16;2646.56;16.6772;
1198;30.003;2654.77;2646.56;15.0095;
1199;30.015;2652.14;2646.56;15.0095;
1200;30.031;2658.73;2646.56;15.0095;
1201;30.043;2660.18;2646.56;15.0095;
1202;30.059;2660.53;2646.56;15.0095;
1203;30.074;2662.31;2646.56;15.0095;
1204;30.089;2661.22;2646.56;15.0095;
1205;30.105;2665.06;2646.56;15.0095;
1206;30.116;2669.34;2646.56;15.0095;
1207;30.13;2670.43;2646.56;15.0095;
1208;30.144;2669.34;2646.56;15.0095;
1209;30.161;2665.06;2646.56;15.0095;
1210;30.174;2663.45;2646.56;15.0095;
1211;30.195;2663.45;2646.56;15.0095;
1212;30.208;2664.09;2646.56;15.0095;
1213;30.219;2665.18;2646.56;15.0095;
1214;30.235;2664.87;2646.56;15.0095;
1215;30.252;2668.09;2646.56;15.0095;
1216;30.263;2668.1;2646.56;15.0095;
1217;30.282;2668.1;2646.56;15.0095;
1218;30.301;2668.1;2646.56;15.0095;
1219;30.315;2667.01;2646.56;15.0095;
1220;30.326;2663.36;2646.56;15.0095;
1221;30.346;2663.35;2646.56;15.0095;
1222;30.361;2663.35;2646.56;15.0095;
1223;30.382;2664.44;2646.56;15.0095;
1224;30.394;2663.83;2646.56;15.0095;
1225;30.408;2664.44;2646.56;15.0095;
1226;30.421;2659.3;2646.56;15.0095;
1227;30.435;2659.12;2646.56;15.0095;
1228;30.451;2658.04;2646.56;15.0095;
1229;30.464;2658.04;2646.56;15.0095;
1230;30.478;2662.3;2646.56;15.0095;
1231;30.492;2667.84;2646.56;15.0095;
1232;30.508;2666.92;2646.56;15.0095;
1233;30.52;2673.1;2646.56;15.0095;
1234;30.536;2669.42;2646.56;15.0095;
1235;30.549;2672.05;2646.56;15.0095;
1236;30.566;2672.05;2646.56;15.0095;
1237;30.578;2672.05;2646.56;15.0095;
1238;30.594;2673.13;2646.56;15.0095;
1239;30.608;2668.87;2646.56;15.0095;
1240;30.625;2668.54;2646.56;15.0095;
1241;30.638;2670.28;2646.56;15.0095;
1242;30.652;2668.54;2646.56;15.0095;
1243;30.665;2670.68;2646.56;15.0095;
1244;30.68;2669.59;2646.56;15.0095;
1245;30.696;2671.04;2646.56;15.0095;
1246;30.71;2669.48;2646.56;15.0095;
1247;30.724;2667.35;2646.56;15.0095;
1248;30.737;2662.37;2646.56;15.0095;
1249;30.752;2663.46;2646.56;15.0095;
1250;30.765;2657.92;2646.56;15.0095;
1251;30.782;2666.72;2646.56;15.0095;
1252;30.796;2672.26;2646.56;15.0095;
1253;30.811;2663.46;2646.56;15.0095;
1254;30.823;2662.37;2646.56;15.0095;
1255;30.839;2663.46;2646.56;15.0095;
1256;30.857;2663.46;2646.56;15.0095;
1257;30.872;2663.46;2646.56;15.0095;
1258;30.889;2661.68;2646.56;15.0095;
1259;30.902;2660.59;2646.56;15.0095;
1260;30.916;2662.72;2646.56;15.0095;
1261;30.93;2662.72;2646.56;15.0095;
1262;30.946;2662.72;2646.56;13.5085;
1263;30.96;2664.04;2646.56;13.5085;
1264;30.972;2663.43;2646.56;13.5085;
1265;30.99;2663.43;2646.56;13.5085;
1266;31.005;2664.35;2646.56;13.5085;
1267;31.016;2662.89;2646.56;13.5085;
1268;31.033;2666.29;2646.56;13.5085;
1269;31.044;2666.29;2646.56;13.5085;
1270;31.059;2666.58;2646.56;13.5085;
1271;31.075;2667.67;2646.56;13.5085;
1272;31.09;2667.67;2646.56;13.5085;
1273;31.104;2665.72;2646.56;13.5085;
1274;31.116;2665.72;2646.56;13.5085;
1275;31.133;2659.44;2646.56;13.5085;
1276;31.148;2659.44;2646.56;13.5085;
1277;31.163;2663.02;2646.56;13.5085;
1278;31.177;2663.12;2646.56;13.5085;
1279;31.192;2660.69;2646.56;13.5085;
1280;31.207;2660.58;2646.56;13.5085;
1281;31.22;2659.5;2646.56;13.5085;
1282;31.235;2659.5;2646.56;13.5085;
1283;31.247;2663.18;2646.56;13.5085;
1284;31.262;2659.5;2646.56;13.5085;
1285;31.275;2658.62;2646.56;13.5085;
1286;31.294;2657.7;2646.56;13.5085;
1287;31.308;2657.7;2646.56;13.5085;
1288;31.321;2653.21;2646.56;13.5085;
1289;31.335;2662.63;2646.56;13.5085;
1290;31.351;2663.23;2646.56;13.5085;
1291;31.364;2663.23;2646.56;13.5085;
1292;31.38;2664.15;2646.56;13.5085;
1293;31.391;2664.15;2646.56;13.5085;
1294;31.407;2664.26;2646.56;13.5085;
1295;31.423;2664.26;2646.56;13.5085;
1296;31.438;2664.9;2646.56;13.5085;
1297;31.45;2660.46;2646.56;13.5085;
1298;31.466;2661.08;2646.56;13.5085;
1299;31.482;2665.51;2646.56;13.5085;
1300;31.493;2670;2646.56;13.5085;
1301;31.51;2671.09;2646.56;13.5085;
